presence,retailers,type,name,brand,min_price,max_price,sample_url
1,El Catador,tinto,Bogle Phantom,Bogle,2680,2680,https://elcatador.com/products/bogle-phantom
1,El Catador,tinto,Bogle Pinot Noir,Bogle,1620,1620,https://elcatador.com/products/bogle-pinot-noir
1,El Catador,tinto,Bonanza Cabernet Sauvignon,Wagner Family of Wines,2380,2380,https://elcatador.com/products/bonanza-cabernet-sauvignon
1,El Catador,tinto,Borgo del Mandorlo Primitivo di Manduria,Borgo del Mandorlo,1450,1450,https://elcatador.com/products/borgo-del-mandorlo-primitivo-di-manduria
1,El Catador,tinto,Borsao Selección,Borsao,890,890,https://elcatador.com/products/borsao-seleccion
1,El Catador,tinto,Borsao Tres Picos,Borsao,2100,2100,https://elcatador.com/products/borsao-tres-picos
1,El Catador,tinto,Bosque de Matasnos,Bosque de Matasnos,4100,4100,https://elcatador.com/products/bosque-de-matasnos
1,El Catador,tinto,Bosque de Matasnos Edición Limitada,Bosque de Matasnos,5390,5390,https://elcatador.com/products/bosque-de-matasnos-edicion-limitada
1,El Catador,tinto,"Bramare Paul Hobbs Malbec, Argentina",Viña Cobos,4900,4900,https://elcatador.com/products/bramare-paul-hobbs-malbec-argentina
1,El Catador,tinto,Carmelo Rodero Crianza,Carmelo Rodero,3180,3180,https://elcatador.com/products/carmelo-rodero-crianza
1,El Catador,tinto,Carmelo Rodero Crianza 1.5 litros,Carmelo Rodero,6200,6200,https://elcatador.com/products/carmelo-rodero-crianza-1-5-litros
1,El Catador,tinto,Carmelo Rodero Pago De Valtarreña,Carmelo Rodero,7300,7300,https://elcatador.com/products/carmelo-rodero-pago-de-valtarrena
1,El Catador,tinto,Carmelo Rodero Raza Reserva,Carmelo Rodero,4980,4980,https://elcatador.com/products/carmelo-rodero-raza-reserva-2
1,El Catador,tinto,Carmelo Rodero Roble 9 Meses,Carmelo Rodero,1980,1980,https://elcatador.com/products/carmelo-rodero-roble-9-meses
1,El Catador,tinto,Carmelo Rodero TSM 2017,Carmelo Rodero,8600,8600,https://elcatador.com/products/carmelo-rodero-tsm
1,El Catador,tinto,Casanova di Neri Brunello Di Montalcino 2016,Casanova di Neri,7400,7400,https://elcatador.com/products/casanova-di-neri-brunello-di-montalcino
1,El Catador,tinto,Casanova di Neri Irrosso,Casanova di Neri,2590,2590,https://elcatador.com/products/casanova-di-neri-irrosso
