presence,retailers,type,name,brand,min_price,max_price,sample_url
1,Jumbo,tinto,Vino Tinto El Enemigo Bonarda Sing.Vineyard 750ml,EL ENEMIGO,251990,251990,https://www.jumbocolombia.com/vino-tinto-el-enemigo-bonarda-sing-vineyard-750ml-260515/p
1,Jumbo,tinto,Vino Tinto El Enemigo Malbec Bot.750ml,EL ENEMIGO,269990,269990,https://www.jumbocolombia.com/vino-tinto-el-enemigo-malbec-bot-750ml-117364/p
1,Jumbo,tinto,Vino Tinto El Enemigo Syrah-Viognier 750 ml,EL ENEMIGO,251990,251990,https://www.jumbocolombia.com/vino-tinto-el-enemigo-syrah-viognier-750-ml-260528/p
1,Dislicores,tinto,Vino Tinto Emilio Moro Finca Resalso Tempranillo,Emilio Moro,111990,111990,https://www.dislicores.com/vino-tinto-emilio-moro-finca-resalso-tempranillo-ref107005/p
1,Dislicores,tinto,Vino Tinto Emilio Moro Malleolus De Sancho Martin Tempranillo,Emilio Moro,1319000,1319000,https://www.dislicores.com/vino-tinto-emilio-moro-malleolus-de-sancho-martin-tempranillo--ref107001/p
1,Dislicores,tinto,Vino Tinto Emilio Moro Malleolus De Valderramiro Tempranillo,Emilio Moro,938990,938990,https://www.dislicores.com/vino-tinto-emilio-moro-malleolus-de-valderramiro-tempranillo-ref107015/p
1,Dislicores,tinto,Vino Tinto Emilio Moro Malleolus Tempranillo,Emilio Moro,353000,353000,https://www.dislicores.com/vino-tinto-emilio-moro-malleolus-tempranillo-ref107010/p
1,Dislicores,tinto,Vino Tinto Emilio Moro Tempranillo,Emilio Moro,195990,195990,https://www.dislicores.com/vino-tinto-emilio-moro-tempranillo-ref107020/p
1,Dislicores,tinto,Vino Tinto Enate Crianza,Enate,115000,115000,https://www.dislicores.com/vino-tinto-enate-crianza-ref259021/p
1,Dislicores,tinto,Vino Tinto Entrecote Varietal,Entrecote,77500,77500,https://www.dislicores.com/vino-tinto-entrecote-varietal-ref106029/p
1,Vinos El Kiosco,tinto,Vino Tinto Errazuriz Estate Series Syrah,,93300,93300,https://www.vinoselkiosco.com/tienda/errazuriz-estate-series-syrah/
1,Vinos El Kiosco,tinto,Vino Tinto Escorihuela Gascón DON,,458600,458600,https://www.vinoselkiosco.com/tienda/escorihuela-gascon-don/
1,Vinos El Kiosco,tinto,Vino Tinto Escorihuela Pequeñas Producciones Cabernet Suavignon,,227800,227800,https://www.vinoselkiosco.com/tienda/escorihuela-pequenas-producciones-cabernet-suavignon/
1,Vinos El Kiosco,tinto,Vino Tinto Escorihuela Pequeñas Producciones Syrah,,233100,233100,https://www.vinoselkiosco.com/tienda/escorihuela-pequenas-producciones-syrah/
1,Dislicores,tinto,Vino Tinto Espumoso Piccini Regno Lambrusco,Piccini,52500,52500,https://www.dislicores.com/vino-tinto-espumoso-piccini-regno-lambrusco-ref153130/p
1,Jumbo,tinto,Vino tinto estancia Mendoza cabernet malbec botella x 750ml,ESTANCIA MENDOZA,29990,29990,https://www.jumbocolombia.com/vino-tinto-estancia-mendoza-cabernet-malbec-botella-x-750ml/p
1,Olímpica,tinto,Vino Tinto Estoril Dulce 750 Ml,Undurraga,23700,23700,https://www.olimpica.com/vino-estoril-dulce-750-ml-7702450025017-197866/p
1,Vinos El Kiosco,tinto,Vino Tinto Exportacion Selecto Cabernet Sauvignon/ Carmenere 750,,33600,33600,https://www.vinoselkiosco.com/tienda/v-exportacion-selecto-cabernet-sauvignon-carmenere-750/
1,Vinos El Kiosco,tinto,Vino Tinto Familia Gascon Tempranillo,,77700,77700,https://www.vinoselkiosco.com/tienda/familia-gascon-tempranillo/
1,Vinos El Kiosco,tinto,Vino Tinto Faustino I Gran Reserva,,318200,318200,https://www.vinoselkiosco.com/tienda/faustino-i-gran-reserva/
1,Jumbo,tinto,Vino tinto Faustino reserva especial icon edition x750ml,FAUSTINO,486990,486990,https://www.jumbocolombia.com/vino-tinto-faustino-rva-espec--icon-edition-x750ml/p
1,Vinos El Kiosco,tinto,Vino Tinto Faustino Rivero Ulecia Rioja,,20500,20500,https://www.vinoselkiosco.com/tienda/vino-faustino-rivero-ulecia-rioja-tinto/
1,Vinos El Kiosco,tinto,Vino Tinto Faustino V Reserva,,169300,169300,https://www.vinoselkiosco.com/tienda/faustino-v-reserva/
1,Olímpica,tinto,Vino Tinto Faustino V Rioja Reserva 750 Ml,Faustino,230800,230800,https://www.olimpica.com/vino-faustino-tinto-rioja-reserva-750ml-8410441412065-1640714/p
1,Olímpica,tinto,Vino Tinto Faustino VII Rioja 750 Ml,Sin Marca,136800,136800,https://www.olimpica.com/vino-faustino-vii-tinto-rioja-750ml/p
1,Jumbo,tinto,Vino Tinto Fin Del Mundo Malbec Organico 750ml,FIN DEL MUNDO,107990,107990,https://www.jumbocolombia.com/vino-tinto-fin-del-mundo-malbec-organico-750ml-401010/p
1,Vinos El Kiosco,tinto,Vino Tinto Finca Dofi,,99900,99900,https://www.vinoselkiosco.com/tienda/finca-dofi/
1,Olímpica,tinto,Vino Tinto Finca Las Moras Black Label Malbec 750 Ml,Las Moras,125800,125800,https://www.olimpica.com/vino-las-moras-black-label-malb-750-c/p
1,Jumbo,tinto,Vino Tinto Finca Las Moras Caber. Sauvig. 750 ml,LAS MORAS,62400,62400,https://www.jumbocolombia.com/vino-tinto-finca-las-moras-caber--sauvig--750-ml-159708/p
1,Olímpica,tinto,Vino Tinto Finca Las Moras Cabernet Syrah Barrel Select 750 Ml,Las Moras,93000,93000,https://www.olimpica.com/vino-las-moras-cabe-s-syra-res-750-cm/p
1,Olímpica,tinto,Vino Tinto Finca Las Moras Malbec 187 Ml X4 Unds,Las Moras,86000,86000,https://www.olimpica.com/vino-las-moras-tint-malbec-187ml-x4/p
1,Olímpica,tinto,Vino Tinto Finca Las Moras Negra Valle de Pedernal 750 Ml,Las Moras,237800,237800,https://www.olimpica.com/vino-las-moras-malb-bonarda-750-ml/p
1,Dislicores,tinto,Vino Tinto Fino Cepa 21 Tempranillo,Cepa 21,211990,211990,https://www.dislicores.com/vino-tinto-fino-cepa-21-tempranillo-ref107025/p
1,Vinos El Kiosco,tinto,Vino Tinto Fonterutoli Chianti Classico Docg,,196000,196000,https://www.vinoselkiosco.com/tienda/fonterutoli-chianti-classico-docg/
1,Vinos El Kiosco,tinto,Vino Tinto Founder´S Collection Undurraga Carmenere,,284400,284400,https://www.vinoselkiosco.com/tienda/founders-collection-undurraga-carmenere/
