presence,retailers,type,name,brand,min_price,max_price,sample_url
1,Descorcha,tinto,Calicanto Ensamblaje,El Principal,13993,13993,https://descorcha.com/products/calicanto-ensamblaje
1,La Vinoteca,tinto,Caliterra Pétreo Malbec,Caliterra,26870,26870,https://www.lavinoteca.cl/caliterra-petreo-malbec-6627/p
1,Descorcha,tinto,Capo Nativo Cabernet Sauvignon,Comercial Peumo,2796,2796,https://descorcha.com/products/capo-nativo-cabernet-sauvignon
1,La Vinoteca,tinto,Carmen Gran Reserva Cabernet Sauvignon,Santa Rita,9190,9190,https://www.lavinoteca.cl/carmen-gran-reserva-cabernet-sauvignon/p
1,La Vinoteca,tinto,Carmen Gran Reserva Carignan,Santa Rita,9190,9190,https://www.lavinoteca.cl/carmen-gran-reserva-carignan/p
1,La Vinoteca,tinto,Carmen Gran Reserva Grande Vidure - Cabernet Sauvignon,Santa Rita,9190,9190,https://www.lavinoteca.cl/carmen-gran-reserva-grande-vidure-cabernet-sauvignon/p
1,Descorcha,tinto,Carmin de Peumo Carmenere,Comercial Peumo,95200,95200,https://descorcha.com/products/carmin-de-peumo-carmenere
1,La Vinoteca,tinto,Casa Bauzá Isabel Carmenere,Casa Bauzá,55990,55990,https://www.lavinoteca.cl/casa-bauza-icono-isabel-carmenere/p
1,La Vinoteca,tinto,Casa Bauzá Valiente Cabernet Sauvignon,Casa Bauzá,14490,14490,https://www.lavinoteca.cl/casa-bauza-valiente-cabernet-sauvignon/p
1,La Vinoteca,tinto,Casas de Bucalemu Fósiles Pinot Noir,Casas de Bucalemu,23090,23090,https://www.lavinoteca.cl/casas-de-bucalemu-fosiles-pinot-noir/p
1,Descorcha,tinto,Casas Del Toqui Barrel Series Cabernet Sauvignon,Premium Brands,6335,6335,https://descorcha.com/products/casas-del-toqui-barrel-series-cabernet-sauvignon
1,Descorcha,tinto,Casas Del Toqui Gran Reserva Carmenere,Premium Brands,7992,7992,https://descorcha.com/products/casas-del-toqui-gran-reserva-carmenere
1,Descorcha,tinto,Casillero del Diablo Belight Red,Comercial Peumo,3594,3594,https://descorcha.com/products/casillero-del-diablo-belight-red
1,Descorcha,tinto,Casillero del Diablo Red Blend Ensamblaje,Comercial Peumo,3594,3594,https://descorcha.com/products/casillero-del-diablo-red-blend-ensamblaje
1,Descorcha,tinto,Casillero del Diablo Reserva Merlot,Comercial Peumo,3594,3594,https://descorcha.com/products/casillero-del-diablo-reserva-merlot
1,Descorcha,tinto,Casillero del Diablo Reserva Privada Cabernet Sauvignon,Comercial Peumo,5994,5994,https://descorcha.com/products/casillero-del-diablo-reserva-privada-cabernet-sauvignon
1,Descorcha,tinto,Casillero Devils Carnaval Fabulous Red,Comercial Peumo,3594,3594,https://descorcha.com/products/casillero-devils-carnaval-fabulous-red
1,Descorcha,tinto,Casillero Devils Carnaval Spectacular Cabernet,Comercial Peumo,3594,3594,https://descorcha.com/products/casillero-devils-carnaval-spectacular-cabernet
1,Descorcha,tinto,Casillero Devils Collection Red Ensamblaje,Comercial Peumo,4794,4794,https://descorcha.com/products/casillero-devils-collection-red-ensamblaje
1,Descorcha,tinto,Catalina 750cc,La vinoteca,29994,29994,https://descorcha.com/products/catalina-750cc
1,La Vinoteca,tinto,Catena Zapata Angelica Zapata Malbec,Catena Zapata,59190,59190,https://www.lavinoteca.cl/catena-zapata-angelica-zapata-malbec-6062/p
1,La Vinoteca,tinto,Catena Zapata Malbec Argentino,Catena Zapata,151190,151190,https://www.lavinoteca.cl/catena-zapata-malbec-argentino/p
1,Descorcha,tinto,Chateau Grand Village - Merlot (Francia),Diego Edwards,14700,14700,https://descorcha.com/products/chateau-grand-village-merlot-francia
1,Descorcha,tinto,Chocalan Alexia Ensamblaje,Chocalan,33573,33573,https://descorcha.com/products/chocalan-alexia-ensamblaje
1,La Vinoteca,tinto,Chocalan Origen Gran Reserva Syrah,Chocalan,7990,7990,https://www.lavinoteca.cl/chocalan-origen-gran-reserva-syrah-5928/p
1,Descorcha,tinto,Chocalan Vitrum Ensamblaje,Chocalan,12743,12743,https://descorcha.com/products/chocalan-vitrum-ensamblaje
1,La Vinoteca,tinto,Clos de Luz Azuda Concreto Carménère,Clos de Luz,12990,12990,https://www.lavinoteca.cl/clos-de-luz-azuda-concreto-carmenere/p
1,La Vinoteca,tinto,Clos de Luz Azuda Garnacha,Clos de Luz,15990,15990,https://www.lavinoteca.cl/clos-de-luz-azuda-garnacha/p
1,La Vinoteca,tinto,Clos de Luz Azuda Syrah,Clos de Luz,13490,13490,https://www.lavinoteca.cl/clos-de-luz-azuda-syrah/p
